Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages"
Turkmenistan,TKM,1999,7.1316223
Turkmenistan,TKM,2000,5.8435607
Turkmenistan,TKM,2001,5.350485
Turkmenistan,TKM,2002,5.128785
Turkmenistan,TKM,2003,4.8959994
Turkmenistan,TKM,2004,4.3362865
Turkmenistan,TKM,2005,4.216322
Turkmenistan,TKM,2006,4.097675
Turkmenistan,TKM,2010,1.9931778
Turkmenistan,TKM,2011,1.8653892
Turkmenistan,TKM,2012,1.4472358
Turkmenistan,TKM,2013,1.5107657
Turkmenistan,TKM,2014,1.571563
Turkmenistan,TKM,2015,1.0925301
Turks and Caicos Islands,TCA,1990,0
Turks and Caicos Islands,TCA,1991,0
Turks and Caicos Islands,TCA,1992,7.6840324
Turks and Caicos Islands,TCA,1993,7.296873
Turks and Caicos Islands,TCA,1994,13.886478
Turks and Caicos Islands,TCA,1995,6.622078
Turks and Caicos Islands,TCA,1996,6.3269114
Turks and Caicos Islands,TCA,1997,12.109837
Turks and Caicos Islands,TCA,1998,0
Turks and Caicos Islands,TCA,1999,0
Turks and Caicos Islands,TCA,2000,0
Turks and Caicos Islands,TCA,2001,0
Turks and Caicos Islands,TCA,2002,9.709681
Turks and Caicos Islands,TCA,2003,0
Turks and Caicos Islands,TCA,2005,0
Turks and Caicos Islands,TCA,2007,7.6138268
Turks and Caicos Islands,TCA,2008,7.293414
Turks and Caicos Islands,TCA,2009,6.9977784
Turks and Caicos Islands,TCA,2013,11.906711
Turks and Caicos Islands,TCA,2014,5.716736
Tuvalu,TUV,2002,0
Tuvalu,TUV,2003,0
Tuvalu,TUV,2004,0
Tuvalu,TUV,2005,0
Tuvalu,TUV,2006,0
Tuvalu,TUV,2007,0
Tuvalu,TUV,2008,0
Tuvalu,TUV,2009,0
Tuvalu,TUV,2010,9.479122
Tuvalu,TUV,2011,9.345358
Tuvalu,TUV,2012,18.425537
Tuvalu,TUV,2019,0
Uganda,UGA,1995,8.268526
Uganda,UGA,1996,8.498995
Uganda,UGA,1997,8.771795
Uganda,UGA,2007,8.926823
Uganda,UGA,2008,9.154417
Uganda,UGA,2009,10.292074
Uganda,UGA,2010,9.770659
Uganda,UGA,2011,11.271713
Uganda,UGA,2012,11.863464
Uganda,UGA,2013,10.934532
Uganda,UGA,2014,12.309923
Uganda,UGA,2016,11.566959
Uganda,UGA,2017,11.80001
Uganda,UGA,2018,10.832127
Uganda,UGA,2019,10.985102
Uganda,UGA,2020,10.044002
Uganda,UGA,2021,8.531467
Ukraine,UKR,1990,4.958343
Ukraine,UKR,1991,5.1245513
Ukraine,UKR,1992,6.5076566
Ukraine,UKR,1993,7.138109
Ukraine,UKR,1994,8.202011
Ukraine,UKR,1995,8.630809
Ukraine,UKR,1996,9.672811
Ukraine,UKR,1997,8.433435
Ukraine,UKR,1998,8.43286
Ukraine,UKR,1999,8.617173
Ukraine,UKR,2000,9.0385065
Ukraine,UKR,2001,10.025915
Ukraine,UKR,2002,8.954377
Ukraine,UKR,2003,8.488489
Ukraine,UKR,2004,7.3780265
Ukraine,UKR,2005,6.458818
Ukraine,UKR,2006,6.348654
Ukraine,UKR,2007,5.71329
Ukraine,UKR,2008,5.3535447
Ukraine,UKR,2009,4.8840175
Ukraine,UKR,2010,4.3517265
Ukraine,UKR,2012,5.144669
Ukraine,UKR,2014,6.301487
Ukraine,UKR,2017,6.160253
Ukraine,UKR,2018,4.5042458
Ukraine,UKR,2019,4.116614
Ukraine,UKR,2020,3.8670301
Ukraine,UKR,2021,3.843201
United Arab Emirates,ARE,2010,0.7899294
United Arab Emirates,ARE,2011,0.59473795
United Arab Emirates,ARE,2012,0.79630977
United Arab Emirates,ARE,2013,0.6512911
United Arab Emirates,ARE,2014,0.69036144
United Arab Emirates,ARE,2015,0.67287964
United Arab Emirates,ARE,2019,0.6947718
United Arab Emirates,ARE,2020,0.6998813
United Arab Emirates,ARE,2021,0.46982723
United Kingdom,GBR,1990,1.2470567
United Kingdom,GBR,1991,1.279957
United Kingdom,GBR,1992,1.5109212
United Kingdom,GBR,1993,1.5351933
United Kingdom,GBR,1994,1.5903534
United Kingdom,GBR,1995,1.5535895
United Kingdom,GBR,1996,1.4463162
United Kingdom,GBR,1997,1.4849735
United Kingdom,GBR,1998,1.5760206
United Kingdom,GBR,1999,1.5690234
United Kingdom,GBR,2000,1.5547992
United Kingdom,GBR,2001,1.6347386
United Kingdom,GBR,2002,1.8650275
United Kingdom,GBR,2003,1.5523942
United Kingdom,GBR,2004,1.5834428
United Kingdom,GBR,2005,1.3811665
United Kingdom,GBR,2006,1.4143876
United Kingdom,GBR,2007,1.4250578
United Kingdom,GBR,2008,1.234165
United Kingdom,GBR,2009,1.1342572
United Kingdom,GBR,2010,1.2045882
United Kingdom,GBR,2011,1.0128565
United Kingdom,GBR,2012,0.98262423
United Kingdom,GBR,2013,0.9377581
United Kingdom,GBR,2014,0.90932244
United Kingdom,GBR,2015,0.99962646
United Kingdom,GBR,2016,1.2017326
United Kingdom,GBR,2017,1.2245553
United Kingdom,GBR,2018,1.1364834
United Kingdom,GBR,2019,1.150068
United Kingdom,GBR,2020,1.0035868
United States,USA,1990,9.447617
United States,USA,1991,9.819917
United States,USA,1992,9.311245
United States,USA,1993,9.477557
United States,USA,1994,8.893766
United States,USA,1995,8.132935
United States,USA,1996,7.303399
United States,USA,1997,6.6843996
United States,USA,1998,6.1536784
United States,USA,1999,5.5598226
United States,USA,2000,5.5191503
United States,USA,2001,6.667239
United States,USA,2002,5.628225
United States,USA,2006,5.774419
United States,USA,2007,5.6575966
United States,USA,2008,5.386089
United States,USA,2009,4.9913774
United States,USA,2010,4.7309804
United States,USA,2011,4.6709437
United States,USA,2012,4.6915956
United States,USA,2013,4.483442
United States,USA,2014,4.398294
United States,USA,2015,4.892982
United States,USA,2016,5.3216558
United States,USA,2017,5.2439237
United States,USA,2018,4.929848
United States,USA,2019,4.9859467
United States,USA,2020,6.420751
United States,USA,2021,6.8074665
United States Virgin Islands,VIR,1997,28.359407
United States Virgin Islands,VIR,1998,23.393236
United States Virgin Islands,VIR,1999,25.04011
United States Virgin Islands,VIR,2000,21.259878
United States Virgin Islands,VIR,2001,25.924486
United States Virgin Islands,VIR,2002,38.059696
United States Virgin Islands,VIR,2003,28.894192
United States Virgin Islands,VIR,2004,34.662693
United States Virgin Islands,VIR,2005,34.747982
United States Virgin Islands,VIR,2006,40.37009
United States Virgin Islands,VIR,2007,40.373123
United States Virgin Islands,VIR,2008,43.19979
United States Virgin Islands,VIR,2009,46.96291
United States Virgin Islands,VIR,2010,52.75951
United States Virgin Islands,VIR,2011,42.66232
United States Virgin Islands,VIR,2012,49.631107
Uruguay,URY,1990,6.6088924
Uruguay,URY,1991,6.1874595
Uruguay,URY,1992,5.770941
Uruguay,URY,1995,5.9533086
Uruguay,URY,1996,6.353371
Uruguay,URY,1997,7.4882846
Uruguay,URY,1998,7.4785075
Uruguay,URY,1999,6.5874486
Uruguay,URY,2000,6.500164
Uruguay,URY,2001,6.6041813
Uruguay,URY,2002,6.986364
Uruguay,URY,2003,5.9512978
Uruguay,URY,2004,6.0353656
Uruguay,URY,2005,5.726919
Uruguay,URY,2006,6.080158
Uruguay,URY,2007,5.828188
Uruguay,URY,2008,6.624451
Uruguay,URY,2009,6.758058
Uruguay,URY,2010,6.1145644
Uruguay,URY,2011,5.919734
Uruguay,URY,2012,7.920187
Uruguay,URY,2013,7.689622
Uruguay,URY,2014,7.901732
Uruguay,URY,2015,8.610512
Uruguay,URY,2016,7.8212743
Uruguay,URY,2017,8.269533
Uruguay,URY,2018,12.284647
Uruguay,URY,2019,11.492213
Uruguay,URY,2020,9.856853
Uruguay,URY,2021,8.901836
Uzbekistan,UZB,1990,5.4667115
Uzbekistan,UZB,1991,5.0393124
Uzbekistan,UZB,1992,5.3038387
Uzbekistan,UZB,1993,5.157132
Uzbekistan,UZB,1994,5.4022355
Uzbekistan,UZB,1995,5.0247097
Uzbekistan,UZB,1996,4.9135075
Uzbekistan,UZB,1997,4.4142365
Uzbekistan,UZB,1998,4.390526
Uzbekistan,UZB,1999,4.1214976
Uzbekistan,UZB,2000,4.284759
Uzbekistan,UZB,2001,4.2814517
Uzbekistan,UZB,2002,4.136201
Uzbekistan,UZB,2003,3.7172995
Uzbekistan,UZB,2004,3.666868
Uzbekistan,UZB,2005,3.4244742
Uzbekistan,UZB,2006,3.1975555
Uzbekistan,UZB,2007,2.9842968
Uzbekistan,UZB,2008,2.9970992
Uzbekistan,UZB,2015,1.6349257
Uzbekistan,UZB,2016,2.4067216
Uzbekistan,UZB,2017,1.8500153
Uzbekistan,UZB,2018,1.4607278
Uzbekistan,UZB,2019,1.2008388
Uzbekistan,UZB,2020,1.3392328
Uzbekistan,UZB,2021,1.4054567
Vanuatu,VUT,2019,0.6570205
Vanuatu,VUT,2020,0.32083675
Vatican,VAT,2009,0
Vatican,VAT,2010,0
Vatican,VAT,2011,0
Vatican,VAT,2012,0
Vatican,VAT,2013,0
Vatican,VAT,2014,0
Vatican,VAT,2015,0
Vatican,VAT,2019,0
Vatican,VAT,2020,0
Vatican,VAT,2021,0
Venezuela,VEN,1990,12.526215
Venezuela,VEN,1991,12.370086
Venezuela,VEN,1992,15.777427
Venezuela,VEN,1993,20.271961
Venezuela,VEN,1994,21.870693
Venezuela,VEN,1995,20.269337
Venezuela,VEN,1996,21.97845
Venezuela,VEN,1997,18.339615
Venezuela,VEN,1998,19.358557
Venezuela,VEN,1999,24.925982
Venezuela,VEN,2000,32.83973
Venezuela,VEN,2001,31.993309
Venezuela,VEN,2002,37.965446
Venezuela,VEN,2003,43.991882
Venezuela,VEN,2004,37.057335
Venezuela,VEN,2005,37.362034
Venezuela,VEN,2006,45.22531
Venezuela,VEN,2007,47.79638
Venezuela,VEN,2008,52.22699
Venezuela,VEN,2009,49.368305
Venezuela,VEN,2010,45.55107
Venezuela,VEN,2011,48.453133
Venezuela,VEN,2012,54.53603
Venezuela,VEN,2014,63.027313
Venezuela,VEN,2015,51.274635
Venezuela,VEN,2016,56.623848
Venezuela,VEN,2017,47.982174
Venezuela,VEN,2019,40.984848
Venezuela,VEN,2020,29.4274
Venezuela,VEN,2021,19.305056
Vietnam,VNM,2001,1.2578652
Vietnam,VNM,2002,1.3231268
Vietnam,VNM,2003,1.299772
Vietnam,VNM,2004,1.2914399
Vietnam,VNM,2005,1.2665064
Vietnam,VNM,2006,1.2483354
Vietnam,VNM,2007,1.3779716
Vietnam,VNM,2008,1.275742
Vietnam,VNM,2009,1.425715
Vietnam,VNM,2010,1.5284115
Vietnam,VNM,2011,1.5370839
World,OWID_WRL,2000,6.901814
World,OWID_WRL,2001,6.989272
World,OWID_WRL,2002,6.950769
World,OWID_WRL,2003,6.7678256
World,OWID_WRL,2004,6.5454617
World,OWID_WRL,2005,6.3400927
World,OWID_WRL,2006,6.222697
World,OWID_WRL,2007,6.051122
World,OWID_WRL,2008,6.045708
World,OWID_WRL,2009,6.094978
World,OWID_WRL,2010,6.074349
World,OWID_WRL,2011,6.1522136
World,OWID_WRL,2012,6.177419
World,OWID_WRL,2013,6.083612
World,OWID_WRL,2014,6.075776
World,OWID_WRL,2015,5.9162917
World,OWID_WRL,2016,5.961374
World,OWID_WRL,2017,5.930093
World,OWID_WRL,2018,5.7590094
World,OWID_WRL,2019,5.555708
World,OWID_WRL,2020,5.5101085
World,OWID_WRL,2021,5.791921
Yemen,YEM,1998,3.4927042
Yemen,YEM,1999,5.652914
Yemen,YEM,2000,3.7415385
Yemen,YEM,2003,3.487082
Yemen,YEM,2004,3.1157446
Yemen,YEM,2009,4.1199207
Yemen,YEM,2010,4.4414907
Yemen,YEM,2011,5.3973193
Yemen,YEM,2012,6.1624374
Yemen,YEM,2013,6.3111467
Zambia,ZMB,1990,7.1554947
Zambia,ZMB,1991,8.67969
Zambia,ZMB,1992,9.511617
Zambia,ZMB,1993,9.007465
Zambia,ZMB,1994,9.806217
Zambia,ZMB,1998,9.303884
Zambia,ZMB,1999,11.142016
Zambia,ZMB,2000,8.05772
Zambia,ZMB,2008,5.3995323
Zambia,ZMB,2009,6.0969715
Zambia,ZMB,2010,5.901935
Zambia,ZMB,2011,6.049427
Zambia,ZMB,2012,6.002174
Zambia,ZMB,2013,5.6908526
Zambia,ZMB,2014,5.242158
Zambia,ZMB,2015,5.2498026
Zimbabwe,ZWE,1990,5.803898
Zimbabwe,ZWE,2001,12.836898
Zimbabwe,ZWE,2002,13.54233
Zimbabwe,ZWE,2003,11.262167
Zimbabwe,ZWE,2004,11.150508
Zimbabwe,ZWE,2005,11.043168
Zimbabwe,ZWE,2006,8.693896
Zimbabwe,ZWE,2010,5.5374823
Zimbabwe,ZWE,2012,7.395217
Zimbabwe,ZWE,2018,4.876369
Zimbabwe,ZWE,2019,5.1450353
Zimbabwe,ZWE,2020,4.9777703
Zimbabwe,ZWE,2021,6.139985
